Epoch,Loss,Train Reward,Eval Reward,Time
0,-0.41814470291137695,-4.992751121520996,-5.291305208206177,0.8727998733520508
1,-0.43992528319358826,-5.2635178565979,nan,1.0217430591583252
2,-0.37254101037979126,-5.426829814910889,nan,1.1601510047912598
3,-0.3977753818035126,-5.025990962982178,nan,1.2960429191589355
4,-0.42818164825439453,-5.0254058837890625,nan,1.4412977695465088
5,-0.4309838116168976,-4.962756156921387,nan,1.5864629745483398
6,-0.4380000829696655,-5.083861351013184,nan,1.7333519458770752
7,-0.40184739232063293,-5.080070495605469,nan,1.8781969547271729
8,-0.3778534233570099,-4.916367053985596,nan,2.0108017921447754
9,-0.3713358938694,-4.914903163909912,nan,2.143212080001831
10,-0.36007925868034363,-5.0128254890441895,nan,2.2867047786712646
11,-0.3605186641216278,-5.064385890960693,nan,2.429769992828369
12,-0.36440613865852356,-4.9687700271606445,nan,2.574598789215088
13,-0.38495704531669617,-4.986472129821777,nan,2.7201857566833496
14,-0.3580309748649597,-5.140995979309082,nan,2.8545148372650146
15,-0.3272309899330139,-5.121847152709961,nan,2.9872279167175293
16,-0.3783683776855469,-5.233025550842285,nan,3.1303820610046387
17,-0.3770548403263092,-5.139286041259766,nan,3.2637429237365723
18,-0.3555458188056946,-5.092065811157227,nan,3.4088268280029297
19,-0.35035809874534607,-5.044909954071045,nan,3.5545809268951416
20,-0.35419896245002747,-5.013461112976074,nan,3.6877260208129883
21,-0.4048631489276886,-5.325191497802734,nan,3.83272385597229
22,-0.3708845376968384,-4.986749649047852,nan,3.9777109622955322
23,-0.3532373309135437,-5.011448860168457,nan,4.202718019485474
24,-0.3141128718852997,-5.183330059051514,nan,4.342171907424927
25,-0.36182835698127747,-4.9034271240234375,nan,4.486763000488281
26,-0.3721289038658142,-5.1060791015625,nan,4.618782997131348
27,-0.3310701549053192,-5.039697647094727,nan,4.7647857666015625
28,-0.3236366808414459,-5.00486421585083,nan,4.897808790206909
29,-0.33310362696647644,-5.09697151184082,nan,5.042340040206909
30,-0.33017152547836304,-5.00252103805542,nan,5.174582004547119
31,-0.30108585953712463,-5.0459394454956055,nan,5.307567119598389
32,-0.30746516585350037,-5.011472702026367,nan,5.4596168994903564
33,-0.30387410521507263,-4.738048553466797,nan,5.602748870849609
34,-0.29552656412124634,-4.903026580810547,nan,5.734966039657593
35,-0.3327173888683319,-5.0859222412109375,nan,5.879240989685059
36,-0.3063807189464569,-4.975061893463135,nan,6.027026891708374
37,-0.3198932111263275,-5.034331321716309,nan,6.158746957778931
38,-0.3290559947490692,-5.007272243499756,nan,6.2899909019470215
39,-0.2933766841888428,-5.116244792938232,nan,6.4240429401397705
40,-0.30168616771698,-5.020814418792725,nan,6.559172868728638
41,-0.3294689655303955,-5.016955852508545,nan,6.692485809326172
42,-0.31827545166015625,-5.060998439788818,nan,6.836320877075195
43,-0.3195962607860565,-5.029066562652588,nan,6.978725910186768
44,-0.36236560344696045,-5.123019218444824,nan,7.12379002571106
45,-0.31319645047187805,-4.906183242797852,nan,7.255882024765015
46,-0.30940407514572144,-4.688867092132568,nan,7.38771390914917
47,-0.2844822406768799,-4.961654186248779,nan,7.5329749584198
48,-0.31056439876556396,-5.005809783935547,nan,7.669253826141357
49,-0.33871328830718994,-4.7820281982421875,nan,7.813093900680542
50,-0.37043285369873047,-5.266732692718506,-5.072972249984741,8.61388111114502
51,-0.3350810408592224,-5.025577068328857,nan,8.780059814453125
52,-0.29062506556510925,-5.138145923614502,nan,8.923088788986206
53,-0.3009762167930603,-4.923558235168457,nan,9.055546760559082
54,-0.297014057636261,-4.943211555480957,nan,9.194699048995972
55,-0.2945500612258911,-5.083707809448242,nan,9.330216884613037
56,-0.31257566809654236,-4.869211196899414,nan,9.476099967956543
57,-0.3056717813014984,-4.919650077819824,nan,9.618585109710693
58,-0.28085070848464966,-4.712558269500732,nan,9.749671936035156
59,-0.25342628359794617,-5.085387229919434,nan,9.899497032165527
60,-0.2937981188297272,-5.245933532714844,nan,10.031938076019287
61,-0.2880924642086029,-4.912418365478516,nan,10.163296937942505
62,-0.3225504755973816,-4.8694047927856445,nan,10.29595398902893
63,-0.297498881816864,-5.26511287689209,nan,10.437348127365112
64,-0.27586331963539124,-5.014632701873779,nan,10.581991910934448
65,-0.2853710949420929,-4.921754837036133,nan,10.72468876838684
66,-0.3185558021068573,-5.071030616760254,nan,10.866132020950317
67,-0.2828284204006195,-4.991552829742432,nan,11.009263753890991
68,-0.27529236674308777,-5.092992305755615,nan,11.154036045074463
69,-0.23084430396556854,-5.215109825134277,nan,11.284976959228516
70,-0.28428909182548523,-5.094717502593994,nan,11.45625901222229
71,-0.2910431921482086,-4.929262161254883,nan,11.60033106803894
72,-0.3093111217021942,-5.052696704864502,nan,11.743801832199097
73,-0.2720191478729248,-4.930577278137207,nan,11.947812795639038
74,-0.2913016974925995,-4.994026184082031,nan,12.089640855789185
75,-0.27682703733444214,-4.9501447677612305,nan,12.235554933547974
76,-0.2627582550048828,-4.992772579193115,nan,12.369074821472168
77,-0.2794745862483978,-4.989714622497559,nan,12.500367879867554
78,-0.28992411494255066,-4.913906097412109,nan,12.648874044418335
79,-0.26325708627700806,-5.0416669845581055,nan,12.796934843063354
80,-0.26969900727272034,-4.943463325500488,nan,12.928679943084717
81,-0.25618666410446167,-4.951674461364746,nan,13.072843074798584
82,-0.2657739222049713,-5.149782657623291,nan,13.205525875091553
