Epoch,Loss,Cost,Advantage,Time
0,-7.814042091369629,-77.98184204101562,0.32217007875442505,1.3005971908569336
1,-2.7272896766662598,-57.75581741333008,0.09066405892372131,2.2179410457611084
2,2.655360221862793,-97.51960754394531,-0.1781240701675415,3.1685264110565186
3,-761.3352661132812,-97.26298522949219,39.498138427734375,4.102890968322754
4,-372.6344299316406,-97.41016387939453,19.465356826782227,5.121769189834595
5,-748.4756469726562,-97.25930786132812,39.13473129272461,7.354311466217041
6,14.85324478149414,-77.12532043457031,-0.8600086569786072,9.478508234024048
7,-747.5404052734375,-97.1767578125,39.32855987548828,11.610504627227783
8,761.8262329101562,-37.109012603759766,-40.71665573120117,14.088913917541504
9,-717.6449584960938,-97.07281494140625,39.033294677734375,16.5194034576416
10,-725.527587890625,-97.12857055664062,39.23854064941406,18.909046411514282
11,14.337591171264648,-57.17327117919922,-0.8608909845352173,21.34808373451233
12,10.712468147277832,-77.0767822265625,-0.6614677906036377,23.6203453540802
13,-692.4578247070312,-97.03449249267578,39.429847717285156,26.148337602615356
14,-333.11529541015625,-96.81881713867188,19.184045791625977,28.654168128967285
15,6.537951469421387,-77.28101348876953,-0.49371403455734253,31.354687452316284
16,10.12731647491455,-56.96910095214844,-0.727275013923645,33.89195466041565
17,360.4613037109375,-57.204193115234375,-20.71261978149414,36.225162506103516
18,-334.20770263671875,-97.03387451171875,19.411447525024414,38.47955560684204
19,-327.3030090332031,-97.10346221923828,19.32040786743164,39.611430168151855
20,343.12628173828125,-76.88629150390625,-20.769542694091797,40.61420559883118
21,345.44921875,-77.01927947998047,-20.54704475402832,41.64981818199158
22,7.68607234954834,-77.09780883789062,-0.5727123022079468,42.76698637008667
23,680.8966064453125,-57.058128356933594,-40.59687423706055,43.79944038391113
24,-641.1348266601562,-117.06855773925781,39.381439208984375,45.285794496536255
25,4.862366676330566,-97.01052856445312,-0.4007030129432678,47.300289154052734
26,6.518806457519531,-97.12718200683594,-0.4871024489402771,48.29552960395813
27,318.9682312011719,-76.97113800048828,-20.312740325927734,49.233713150024414
28,311.477783203125,-77.05921936035156,-20.22487449645996,50.14072322845459
29,2.1124444007873535,-77.22406005859375,-0.20136362314224243,51.244330167770386
30,2.9445900917053223,-96.92398834228516,-0.261758029460907,52.17307472229004
31,298.265625,-57.278846740722656,-19.860687255859375,53.073970079422
32,-0.6848185062408447,-77.14610290527344,-0.01590782403945923,54.60852241516113
33,574.0868530273438,-57.44420623779297,-39.73161315917969,55.57624268531799
34,571.2237548828125,-37.31749725341797,-40.021724700927734,56.49200201034546
35,564.4736938476562,-57.294532775878906,-39.9012451171875,57.41029953956604
36,-0.23768383264541626,-77.14689636230469,0.029603302478790283,58.47712731361389
37,285.2038879394531,-77.25634002685547,-19.97250747680664,59.42933440208435
38,-2.606505870819092,-77.27061462402344,0.13622838258743286,60.37907791137695
39,544.117919921875,-57.24388885498047,-39.9023323059082,61.429283142089844
40,-265.63348388671875,-96.95943450927734,19.940725326538086,62.33049201965332
41,-267.25152587890625,-97.15219116210938,19.771203994750977,63.26374840736389
42,802.5733032226562,-17.12027359008789,-60.191856384277344,64.19470715522766
43,-267.3842468261719,-77.14529418945312,19.835742950439453,65.26536273956299
44,267.5274658203125,-37.20734405517578,-20.126277923583984,66.23290848731995
45,276.2135009765625,-37.233909606933594,-20.047895431518555,67.26010370254517
46,267.50445556640625,-57.28012466430664,-20.043107986450195,68.25182437896729
47,-264.487548828125,-77.55476379394531,19.821128845214844,69.40711951255798
48,-526.4459228515625,-37.48139953613281,39.862552642822266,70.4185836315155
49,-266.55108642578125,-77.30228424072266,19.715290069580078,71.48649144172668
50,-0.05231475830078125,-77.49607849121094,-0.04183685779571533,72.51809549331665
