Epoch,Loss,Time
0,0.47431233525276184,0.224717378616333
1,-0.7873486876487732,0.45478057861328125
2,0.5642543435096741,0.6945085525512695
3,0.5595972537994385,0.9377586841583252
4,0.6592731475830078,1.1519522666931152
5,0.3563796281814575,1.3897655010223389
6,0.6867631077766418,1.6745262145996094
7,-0.8184657096862793,1.8965275287628174
8,-0.7982307076454163,2.1076555252075195
9,0.6623167991638184,2.3244833946228027
10,0.7081827521324158,2.5447158813476562
11,0.3741672933101654,2.7447946071624756
12,0.6288038492202759,2.9674911499023438
13,0.3829437792301178,3.175506353378296
14,0.40489792823791504,3.414717674255371
15,-0.7989528179168701,3.6397416591644287
16,0.40638354420661926,3.8558859825134277
17,0.41130080819129944,4.084714412689209
18,0.3771682679653168,4.2946741580963135
19,0.5486704707145691,4.514380693435669
20,0.38240569829940796,4.7284533977508545
21,-0.8398966789245605,4.975500106811523
22,0.5585379600524902,5.212547063827515
23,-0.8112589120864868,5.434309959411621
24,0.6518983840942383,5.678086519241333
25,-0.8080817461013794,5.894308805465698
26,0.770022988319397,6.107497215270996
27,-0.8471107482910156,6.334314823150635
28,0.7174116969108582,6.564470291137695
29,0.7565292716026306,6.7814247608184814
30,-0.8323491811752319,6.995610237121582
31,0.5332763195037842,7.1944499015808105
32,-0.8038306832313538,7.413359642028809
33,0.5429102778434753,7.734986305236816
34,0.7630253434181213,8.09558391571045
35,-0.8248474597930908,8.443498134613037
36,0.7200881242752075,8.76462459564209
37,0.6402755975723267,9.134768724441528
38,0.6724326610565186,9.530359268188477
39,0.6396921873092651,9.886884927749634
40,0.3755437135696411,10.46456003189087
41,0.5425363779067993,10.677143096923828
42,-0.8352966904640198,10.874524116516113
43,0.3983607590198517,11.074356317520142
44,0.5934454202651978,11.264402151107788
45,0.564293384552002,11.474364995956421
46,0.40698933601379395,11.698287010192871
47,0.3968137502670288,11.904345750808716
48,0.5794710516929626,12.121651649475098
49,-0.7871471643447876,12.318758726119995
50,0.4076749384403229,12.514420509338379
51,0.5383389592170715,12.744373559951782
52,0.7280471324920654,12.947491645812988
53,0.6979029178619385,13.149833679199219
54,0.8296143412590027,13.377747535705566
55,0.3877219259738922,13.729542970657349
56,0.399073988199234,14.061851263046265
57,0.4259108901023865,14.49679970741272
58,0.76939457654953,14.875645875930786
59,0.5871198177337646,15.21950078010559
60,0.39127814769744873,15.576961278915405
61,0.42286887764930725,15.984894275665283
62,0.40957707166671753,16.374922513961792
