Epoch,Loss,Train Reward,Eval Reward,Time
0,-0.1433551162481308,-1.5602445602416992,-1.5387134432792664,0.23316097259521484
1,-0.15828293561935425,-1.565799355506897,nan,0.27979207038879395
2,-0.13053488731384277,-1.5025718212127686,nan,0.32051706314086914
3,-0.12420257180929184,-1.4882266521453857,nan,0.3604750633239746
4,-0.15164244174957275,-1.4912670850753784,nan,0.40012383460998535
5,-0.13409936428070068,-1.4939515590667725,nan,0.44126415252685547
6,-0.17578630149364471,-1.597181797027588,nan,0.48648810386657715
7,-0.14593607187271118,-1.5845729112625122,nan,0.5269041061401367
8,-0.15061935782432556,-1.6004759073257446,nan,0.5706548690795898
9,-0.20239008963108063,-1.5522280931472778,nan,0.6139919757843018
10,-0.13479098677635193,-1.6042416095733643,nan,0.6551511287689209
11,-0.1724485158920288,-1.5809879302978516,nan,0.6963350772857666
12,-0.11304843425750732,-1.541826605796814,nan,0.7376079559326172
13,-0.08252383023500443,-1.579927682876587,nan,0.7827210426330566
14,-0.13777311146259308,-1.5470728874206543,nan,0.8241641521453857
15,-0.14777399599552155,-1.4604623317718506,nan,0.8649320602416992
16,-0.14653410017490387,-1.5244722366333008,nan,0.9060759544372559
17,-0.10513310879468918,-1.4930100440979004,nan,0.9464640617370605
18,-0.12065163999795914,-1.6169513463974,nan,0.98614501953125
19,-0.12970595061779022,-1.5844860076904297,nan,1.0269129276275635
20,-0.11142957210540771,-1.514400839805603,nan,1.0688319206237793
21,-0.12634706497192383,-1.577278733253479,nan,1.1538610458374023
22,-0.12212637811899185,-1.5516668558120728,nan,1.1996278762817383
23,-0.17636080086231232,-1.6169123649597168,nan,1.2455840110778809
24,-0.14498300850391388,-1.5787107944488525,nan,1.2925329208374023
25,-0.1361178755760193,-1.5934228897094727,nan,1.3349719047546387
26,-0.16827070713043213,-1.633477807044983,nan,1.3773810863494873
27,-0.1276712715625763,-1.608708143234253,nan,1.4182660579681396
28,-0.1149274930357933,-1.5576847791671753,nan,1.4602940082550049
29,-0.12480059266090393,-1.6133818626403809,nan,1.5009920597076416
30,-0.1260913461446762,-1.617662787437439,nan,1.5422909259796143
31,-0.12744534015655518,-1.5443607568740845,nan,1.5854928493499756
32,-0.1479252129793167,-1.541687250137329,nan,1.6346650123596191
33,-0.11425495892763138,-1.5158007144927979,nan,1.6779451370239258
34,-0.16994674503803253,-1.5187079906463623,nan,1.722372055053711
35,-0.10188784450292587,-1.59975004196167,nan,1.763396978378296
36,-0.09107187390327454,-1.582129955291748,nan,1.8049027919769287
37,-0.15731070935726166,-1.5116970539093018,nan,1.8455941677093506
38,-0.12444421648979187,-1.562520146369934,nan,1.8871419429779053
39,-0.1474016308784485,-1.5873836278915405,nan,1.9276859760284424
40,-0.1338418573141098,-1.5960588455200195,nan,1.9750137329101562
41,-0.12085143476724625,-1.574816107749939,nan,2.0193488597869873
42,-0.14588607847690582,-1.5705931186676025,nan,2.064091920852661
43,-0.132184699177742,-1.5289729833602905,nan,2.106779098510742
44,-0.11091191321611404,-1.609169840812683,nan,2.147584915161133
45,-0.11509046703577042,-1.6623799800872803,nan,2.188239097595215
46,-0.15116888284683228,-1.5727241039276123,nan,2.228389024734497
47,-0.135738804936409,-1.5430183410644531,nan,2.2732200622558594
48,-0.16160082817077637,-1.5392436981201172,nan,2.312965154647827
49,-0.15470640361309052,-1.495415449142456,nan,2.353757858276367
50,-0.10225162655115128,-1.6237101554870605,-1.5165237069129944,2.564890146255493
51,-0.12581674754619598,-1.605507493019104,nan,2.6214888095855713
52,-0.10920455306768417,-1.6240854263305664,nan,2.66337513923645
53,-0.18066293001174927,-1.6026853322982788,nan,2.7050609588623047
54,-0.14788565039634705,-1.5264344215393066,nan,2.746173858642578
55,-0.11890771239995956,-1.5060555934906006,nan,2.7878739833831787
56,-0.1086697205901146,-1.5775192975997925,nan,2.830983877182007
57,-0.16201412677764893,-1.5645442008972168,nan,2.8708810806274414
58,-0.1275942325592041,-1.5987194776535034,nan,2.9116640090942383
59,-0.10028577595949173,-1.5962656736373901,nan,2.9557318687438965
60,-0.12381326407194138,-1.5659502744674683,nan,2.997184991836548
61,-0.1400579959154129,-1.5630911588668823,nan,3.0378260612487793
62,-0.11123617738485336,-1.5174460411071777,nan,3.0773770809173584
63,-0.12771567702293396,-1.5991069078445435,nan,3.119248867034912
64,-0.08860304206609726,-1.5482755899429321,nan,3.1615841388702393
65,-0.16912531852722168,-1.5826252698898315,nan,3.2032530307769775
66,-0.09476867318153381,-1.4922122955322266,nan,3.2447409629821777
67,-0.11797919869422913,-1.5391415357589722,nan,3.2865419387817383
68,-0.15494892001152039,-1.5674930810928345,nan,3.3332557678222656
69,-0.16682912409305573,-1.5091118812561035,nan,3.3769688606262207
70,-0.16313426196575165,-1.4927746057510376,nan,3.4193220138549805
71,-0.16551192104816437,-1.7037699222564697,nan,3.4618890285491943
72,-0.1164340004324913,-1.6612852811813354,nan,3.5036888122558594
73,-0.1487078219652176,-1.5656094551086426,nan,3.5464179515838623
74,-0.14017334580421448,-1.5303057432174683,nan,3.589897871017456
75,-0.15728716552257538,-1.5785460472106934,nan,3.6350388526916504
76,-0.12798550724983215,-1.5591402053833008,nan,3.680699110031128
77,-0.15631312131881714,-1.533729076385498,nan,3.7303709983825684
78,-0.1414853036403656,-1.6488113403320312,nan,3.7744929790496826
79,-0.1584489345550537,-1.514822244644165,nan,3.819063901901245
80,-0.08892107009887695,-1.6038821935653687,nan,3.864262104034424
81,-0.13827559351921082,-1.6554861068725586,nan,3.908261775970459
82,-0.11349997669458389,-1.5606693029403687,nan,3.954907178878784
83,-0.14048416912555695,-1.5873630046844482,nan,4.002469778060913
84,-0.1734434962272644,-1.4991458654403687,nan,4.0504350662231445
