Epoch,Loss,Time
0,-0.6072121858596802,0.055060386657714844
1,-0.6035696268081665,0.11519527435302734
2,-0.6370278000831604,0.16565775871276855
3,-0.6270305514335632,0.22480559349060059
4,-0.6155990958213806,0.2770700454711914
5,-0.5916334390640259,0.3247544765472412
6,-0.5822608470916748,0.3797726631164551
7,-0.6210929155349731,0.4261817932128906
8,-0.6144566535949707,0.49492740631103516
9,-0.5967912673950195,0.5476412773132324
10,-0.6193346977233887,0.5952820777893066
11,-0.6098146438598633,0.6447749137878418
12,-0.6024312973022461,0.7049736976623535
13,-0.6184660196304321,0.7547636032104492
14,-0.6223007440567017,0.8147246837615967
15,-0.604945182800293,0.8750288486480713
16,-0.5978246927261353,0.9271488189697266
17,-0.5999053120613098,0.9831233024597168
18,-0.6162782907485962,1.0352702140808105
19,-0.6409016251564026,1.0952212810516357
20,-0.6145688891410828,1.1447710990905762
21,-0.6142058372497559,1.2067697048187256
22,-0.6205204129219055,1.2774600982666016
23,-0.6128401756286621,1.3348655700683594
24,-0.5996299982070923,1.3849866390228271
25,-0.6163719892501831,1.4416487216949463
26,-0.5939663648605347,1.4985625743865967
27,-0.5831986665725708,1.5479257106781006
28,-0.6413692831993103,1.605358362197876
29,-0.6203542947769165,1.734833002090454
30,-0.6279129385948181,1.7849926948547363
31,-0.6017265915870667,1.835082769393921
32,-0.6300290822982788,1.8849554061889648
33,-0.5979253053665161,1.935065507888794
34,-0.6159988641738892,1.9948585033416748
35,-0.6185421347618103,2.0453546047210693
36,-0.6282769441604614,2.0984408855438232
37,-0.6215591430664062,2.1608266830444336
38,-0.5940065979957581,2.215062141418457
39,-0.5864241123199463,2.2749905586242676
40,-0.5971190333366394,2.325011730194092
41,-0.5924520492553711,2.3749043941497803
42,-0.6172834634780884,2.4298629760742188
43,-0.6052966117858887,2.480938196182251
44,-0.6093727350234985,2.535313367843628
45,-0.5990098714828491,2.590101957321167
46,-0.6011483073234558,2.6349833011627197
47,-0.6375668048858643,2.6966867446899414
48,-0.6170667409896851,2.749013662338257
49,-0.6220330595970154,2.7975172996520996
50,-0.6173890829086304,2.8550374507904053
51,-0.6097381711006165,2.907625675201416
52,-0.6370284557342529,2.9550273418426514
53,-0.6564620137214661,3.01487135887146
54,-0.6363813281059265,3.0807626247406006
55,-0.6309368014335632,3.134930372238159
56,-0.6113544702529907,3.1852169036865234
57,-0.6119344234466553,3.2453091144561768
58,-0.6180574297904968,3.308220148086548
59,-0.6022557020187378,3.3653674125671387
60,-0.5675939917564392,3.415149450302124
61,-0.5741442441940308,3.464906930923462
62,-0.5539247393608093,3.5163071155548096
63,-0.6207211017608643,3.565340757369995
64,-0.6035192608833313,3.6149039268493652
65,-0.6161413192749023,3.6663737297058105
66,-0.6024720668792725,3.7252368927001953
67,-0.6022094488143921,3.7748947143554688
68,-0.6148923635482788,3.8248651027679443
69,-0.594972550868988,3.8752784729003906
70,-0.5935389399528503,3.9251770973205566
71,-0.6082450151443481,3.974977970123291
72,-0.6323371529579163,4.030285120010376
73,-0.6180343627929688,4.085277795791626
74,-0.5904503464698792,4.140819311141968
75,-0.5921042561531067,4.188540697097778
76,-0.6146008968353271,4.244944095611572
77,-0.6257703900337219,4.305295705795288
78,-0.6243745684623718,4.364837408065796
79,-0.6128766536712646,4.4148478507995605
80,-0.5620269775390625,4.466879606246948
81,-0.610127329826355,4.517130374908447
82,-0.6120544672012329,4.567023038864136
83,-0.596096932888031,4.625053405761719
84,-0.6118217706680298,4.684823989868164
85,-0.6114004850387573,4.734966516494751
86,-0.6206576228141785,4.79420804977417
87,-0.6104344129562378,4.842775344848633
88,-0.607720673084259,4.890864849090576
89,-0.5837617516517639,4.938635349273682
90,-0.6502219438552856,4.994917154312134
91,-0.6245715022087097,5.044807434082031
92,-0.6133162379264832,5.0985188484191895
93,-0.6218883395195007,5.153611183166504
94,-0.6108664274215698,5.209842205047607
95,-0.6269406080245972,5.2652740478515625
96,-0.6045297980308533,5.316709041595459
97,-0.6290599703788757,5.375287055969238
98,-0.6287034749984741,5.431918621063232
99,-0.6033159494400024,5.485059499740601
100,-0.6288523077964783,5.545329809188843
101,-0.6287644505500793,5.595111131668091
102,-0.6165169477462769,5.644917011260986
103,-0.580015242099762,5.694945573806763
104,-0.6265371441841125,5.745081663131714
105,-0.607385516166687,5.794925928115845
106,-0.6322192549705505,5.84910249710083
107,-0.5983447432518005,5.894882440567017
108,-0.5701302886009216,5.94486665725708
109,-0.6078716516494751,5.99506139755249
110,-0.5990692377090454,6.044878721237183
111,-0.5849714875221252,6.094953536987305
112,-0.6350342631340027,6.150759696960449
113,-0.6229518055915833,6.198448896408081
114,-0.6152892112731934,6.251257658004761
115,-0.6470944881439209,6.305069923400879
116,-0.6079043745994568,6.355030298233032
117,-0.6106981039047241,6.418450832366943
118,-0.6007964015007019,6.475278854370117
119,-0.6082838773727417,6.5252954959869385
120,-0.6081070899963379,6.580972194671631
121,-0.6020215749740601,6.634894371032715
122,-0.601730227470398,6.6850666999816895
123,-0.6196838617324829,6.744833707809448
124,-0.6044349074363708,6.784983396530151
125,-0.5792161822319031,6.845120191574097
126,-0.6456396579742432,6.904914855957031
127,-0.5877283811569214,6.954888582229614
128,-0.6370418071746826,7.011061191558838
129,-0.6011037230491638,7.065265417098999
130,-0.5843395590782166,7.111289024353027
131,-0.581478476524353,7.1648876667022705
132,-0.5937386751174927,7.215108633041382
133,-0.5762544274330139,7.266287803649902
134,-0.5803869962692261,7.314834117889404
135,-0.5912036895751953,7.366065502166748
136,-0.6301743984222412,7.424826145172119
137,-0.5932081341743469,7.474960088729858
138,-0.5969627499580383,7.52503514289856
139,-0.5645081996917725,7.575044631958008
140,-0.5750901103019714,7.62497615814209
141,-0.6366851329803467,7.685068845748901
142,-0.6191664934158325,7.735885858535767
143,-0.6164891719818115,7.795245409011841
144,-0.6208759546279907,7.846859693527222
145,-0.6080912947654724,7.895291805267334
146,-0.6096531748771667,7.9452972412109375
147,-0.5917078256607056,7.995295763015747
148,-0.6202595829963684,8.049848079681396
149,-0.6073409914970398,8.096946477890015
150,-0.6015475392341614,8.14530324935913
151,-0.6224238276481628,8.204867362976074
152,-0.6056579351425171,8.355269432067871
153,-0.5853080749511719,8.41493844985962
154,-0.6190985441207886,8.477208375930786
155,-0.5887737274169922,8.529361963272095
156,-0.6024013757705688,8.57744288444519
157,-0.6320970058441162,8.63525676727295
158,-0.6367019414901733,8.695197343826294
159,-0.5455775856971741,8.751883029937744
160,-0.5549516081809998,8.794893741607666
161,-0.5998738408088684,8.846796989440918
162,-0.5963937044143677,8.896947383880615
163,-0.6052140593528748,8.945338487625122
164,-0.6098730564117432,8.995254278182983
165,-0.6156409978866577,9.045011281967163
166,-0.5616507530212402,9.085261344909668
167,-0.5913432836532593,9.136679649353027
168,-0.5791563391685486,9.18517780303955
169,-0.5879753828048706,9.236770629882812
170,-0.5836046934127808,9.286373853683472
171,-0.6347444653511047,9.344990253448486
172,-0.6153386831283569,9.394889116287231
173,-0.5899964570999146,9.445075035095215
174,-0.5993485450744629,9.50505781173706
175,-0.5871851444244385,9.554844617843628
176,-0.6096533536911011,9.606906652450562
177,-0.5970944762229919,9.654818296432495
178,-0.6125192642211914,9.70485806465149
179,-0.5707516670227051,9.753416061401367
180,-0.6516377925872803,9.804913997650146
181,-0.6170789003372192,9.854874849319458
182,-0.6081336140632629,9.907030582427979
183,-0.6116989254951477,9.955058574676514
184,-0.6140930652618408,10.004890441894531
185,-0.6102036237716675,10.056937217712402
186,-0.5525341033935547,10.095106363296509
187,-0.6292998194694519,10.154883861541748
188,-0.6202651262283325,10.215123891830444
189,-0.6026681661605835,10.277183532714844
190,-0.6202410459518433,10.333143949508667
191,-0.6287644505500793,10.390212535858154
192,-0.6186349987983704,10.445086479187012
193,-0.6036926507949829,10.507989883422852
194,-0.6226317286491394,10.575164318084717
195,-0.6132560968399048,10.636472940444946
196,-0.610542893409729,10.690247297286987
197,-0.6246542930603027,10.757433891296387
198,-0.6268677115440369,10.815241575241089
199,-0.6139093637466431,10.873005628585815
200,-0.6072190999984741,10.93014645576477
201,-0.6058396697044373,10.99044156074524
202,-0.6194790005683899,11.04493260383606
203,-0.576424777507782,11.09505295753479
204,-0.6403470635414124,11.15818476676941
205,-0.6460168361663818,11.22380781173706
206,-0.5664923191070557,11.274840593338013
207,-0.6198696494102478,11.335112810134888
208,-0.5820890069007874,11.38500165939331
209,-0.6082936525344849,11.444974660873413
210,-0.6199725270271301,11.507325172424316
211,-0.5975778698921204,11.584911108016968
212,-0.6308653950691223,11.645273923873901
213,-0.6043218374252319,11.707942247390747
214,-0.6216221451759338,11.757588863372803
215,-0.5850623846054077,11.817349195480347
216,-0.5883657932281494,11.86489987373352
217,-0.6200438737869263,11.917412757873535
218,-0.621497392654419,11.975112438201904
219,-0.6021121144294739,12.029890060424805
220,-0.6298773884773254,12.084851026535034
221,-0.5774632692337036,12.140968322753906
222,-0.6213854551315308,12.195037603378296
223,-0.6306594610214233,12.256309509277344
224,-0.6379127502441406,12.315077304840088
225,-0.6484118103981018,12.379708290100098
226,-0.627178430557251,12.441781282424927
227,-0.5645108222961426,12.495057106018066
228,-0.6074433326721191,12.548054933547974
229,-0.6405746340751648,12.597675085067749
230,-0.6099224090576172,12.657608270645142
231,-0.6188991665840149,12.715022087097168
232,-0.6106429696083069,12.765002250671387
233,-0.6084368824958801,12.818627834320068
234,-0.6071447730064392,12.875962257385254
235,-0.6246401071548462,12.927934169769287
236,-0.602056086063385,12.981023788452148
237,-0.6068124771118164,13.035205364227295
238,-0.6190580129623413,13.092221021652222
239,-0.6385221481323242,13.146897077560425
240,-0.610459566116333,13.197359323501587
241,-0.6225678324699402,13.247063398361206
242,-0.5739023685455322,13.296823740005493
243,-0.6007046699523926,13.355124473571777
244,-0.6251675486564636,13.408126831054688
245,-0.6017530560493469,13.461162328720093
246,-0.6146928668022156,13.515290021896362
247,-0.5766198039054871,13.565079927444458
248,-0.5839102864265442,13.62744951248169
249,-0.5753365159034729,13.677999019622803
250,-0.5978620648384094,13.72501540184021
