Epoch,Loss,Train Reward,Eval Reward,Time
0,-0.20327512919902802,-1.5382661819458008,-1.547689425945282,0.46225833892822266
1,-0.20123909413814545,-1.555313229560852,nan,0.5397531986236572
2,-0.20728759467601776,-1.537018060684204,nan,0.6162590980529785
3,-0.19917774200439453,-1.4803037643432617,nan,0.6911191940307617
4,-0.20622743666172028,-1.513745665550232,nan,0.7636682987213135
5,-0.20925040543079376,-1.4537900686264038,nan,0.8368282318115234
6,-0.20802338421344757,-1.5562583208084106,nan,0.9121091365814209
7,-0.20841474831104279,-1.5719614028930664,nan,0.9874732494354248
8,-0.20700599253177643,-1.5846145153045654,nan,1.0666141510009766
9,-0.20186473429203033,-1.5498199462890625,nan,1.1485192775726318
10,-0.2013612538576126,-1.6267415285110474,nan,1.2259492874145508
11,-0.20425593852996826,-1.585386037826538,nan,1.300063133239746
12,-0.20138530433177948,-1.5410182476043701,nan,1.3719711303710938
13,-0.20186491310596466,-1.6326171159744263,nan,1.4453191757202148
14,-0.20538067817687988,-1.5458405017852783,nan,1.5189142227172852
15,-0.21244703233242035,-1.4746487140655518,nan,1.5937023162841797
16,-0.20956963300704956,-1.595531702041626,nan,1.6709160804748535
17,-0.20781798660755157,-1.5188276767730713,nan,1.7457642555236816
18,-0.20721103250980377,-1.625694990158081,nan,1.8176062107086182
19,-0.2092144936323166,-1.566484808921814,nan,1.8912560939788818
20,-0.2057504653930664,-1.5536363124847412,nan,1.9627630710601807
21,-0.2119072675704956,-1.607120394706726,nan,2.0364673137664795
22,-0.19782067835330963,-1.5581557750701904,nan,2.112711191177368
23,-0.2100559026002884,-1.6248871088027954,nan,2.188129186630249
24,-0.20992310345172882,-1.591925024986267,nan,2.2698302268981934
25,-0.21078819036483765,-1.6062657833099365,nan,2.3503031730651855
26,-0.21071229875087738,-1.6055712699890137,nan,2.4451191425323486
27,-0.19756950438022614,-1.6558278799057007,nan,2.5247433185577393
28,-0.18734890222549438,-1.5856399536132812,nan,2.6033952236175537
29,-0.20729829370975494,-1.6323233842849731,nan,2.680776357650757
30,-0.20630396902561188,-1.5923410654067993,nan,2.7563462257385254
31,-0.19935883581638336,-1.5254493951797485,nan,2.830726146697998
32,-0.20812629163265228,-1.5261311531066895,nan,2.9053561687469482
33,-0.2126188427209854,-1.4914929866790771,nan,2.9794812202453613
34,-0.20876489579677582,-1.5449094772338867,nan,3.05400013923645
35,-0.20505495369434357,-1.5730866193771362,nan,3.1257710456848145
36,-0.204059898853302,-1.6021132469177246,nan,3.2002501487731934
37,-0.19917118549346924,-1.537402629852295,nan,3.3266561031341553
38,-0.21496151387691498,-1.5522611141204834,nan,3.4012672901153564
39,-0.20949499309062958,-1.5463625192642212,nan,3.4742820262908936
40,-0.20812302827835083,-1.6015667915344238,nan,3.5476033687591553
41,-0.21353991329669952,-1.5815726518630981,nan,3.62199330329895
42,-0.22386927902698517,-1.5952296257019043,nan,3.6965861320495605
43,-0.2134825438261032,-1.5420417785644531,nan,3.7719602584838867
44,-0.2037673145532608,-1.6670719385147095,nan,3.8457162380218506
45,-0.19604544341564178,-1.6409984827041626,nan,3.92214035987854
46,-0.2094724178314209,-1.5829068422317505,nan,3.9974493980407715
47,-0.1982647329568863,-1.516099452972412,nan,4.070932388305664
48,-0.20124278962612152,-1.5492565631866455,nan,4.1443030834198
49,-0.20723038911819458,-1.5451385974884033,nan,4.2212982177734375
50,-0.20999924838542938,-1.6304091215133667,-1.5530083537101746,4.669199228286743
51,-0.21805024147033691,-1.5961265563964844,nan,4.754513263702393
52,-0.21350394189357758,-1.633424162864685,nan,4.828757047653198
53,-0.1979876160621643,-1.5997087955474854,nan,4.899247169494629
54,-0.20394682884216309,-1.488966941833496,nan,4.9757771492004395
55,-0.2028384953737259,-1.5239765644073486,nan,5.050685167312622
56,-0.20113146305084229,-1.6020021438598633,nan,5.127288103103638
57,-0.1985464096069336,-1.5389223098754883,nan,5.203553199768066
58,-0.20644356310367584,-1.6164913177490234,nan,5.281349182128906
59,-0.21368728578090668,-1.5920650959014893,nan,5.3716490268707275
60,-0.22076936066150665,-1.5588421821594238,nan,5.452861309051514
61,-0.2095818966627121,-1.5533766746520996,nan,5.532141208648682
62,-0.20165129005908966,-1.5412836074829102,nan,5.607003211975098
63,-0.21762734651565552,-1.6286866664886475,nan,5.699087142944336
64,-0.21855275332927704,-1.591463565826416,nan,5.778144121170044
65,-0.21013331413269043,-1.5789868831634521,nan,5.859724044799805
66,-0.21243910491466522,-1.5358037948608398,nan,5.935925006866455
67,-0.1952582597732544,-1.5286128520965576,nan,6.014225244522095
68,-0.2120448350906372,-1.5326168537139893,nan,6.091229200363159
69,-0.20807544887065887,-1.5609036684036255,nan,6.183410167694092
70,-0.20785874128341675,-1.485271692276001,nan,6.326468229293823
71,-0.213539719581604,-1.6926250457763672,nan,6.455250263214111
72,-0.21212901175022125,-1.6568313837051392,nan,6.543929100036621
73,-0.200752392411232,-1.5319864749908447,nan,6.624695062637329
74,-0.20791785418987274,-1.5373187065124512,nan,6.70842432975769
75,-0.20678174495697021,-1.6079270839691162,nan,6.78933310508728
76,-0.21234820783138275,-1.5854086875915527,nan,6.878293037414551
77,-0.20614378154277802,-1.5202715396881104,nan,6.955970048904419
78,-0.20552779734134674,-1.6495012044906616,nan,7.035593271255493
79,-0.1977676898241043,-1.5365437269210815,nan,7.110694169998169
80,-0.21087829768657684,-1.601672649383545,nan,7.189831256866455
81,-0.21697108447551727,-1.6288502216339111,nan,7.282900333404541
82,-0.20848017930984497,-1.5743670463562012,nan,7.378955125808716
83,-0.20559410750865936,-1.5977376699447632,nan,7.4595701694488525
84,-0.2068668156862259,-1.535710096359253,nan,7.539582252502441
85,-0.21011538803577423,-1.5462013483047485,nan,7.614424228668213
86,-0.18934856355190277,-1.5199719667434692,nan,7.691014289855957
87,-0.20281195640563965,-1.5842409133911133,nan,7.768799066543579
88,-0.20570611953735352,-1.5575189590454102,nan,7.841430187225342
89,-0.19384588301181793,-1.4883687496185303,nan,7.923279285430908
90,-0.2053031176328659,-1.521518588066101,nan,8.006142377853394
91,-0.19636088609695435,-1.5528171062469482,nan,8.085194110870361
92,-0.2053232640028,-1.5772504806518555,nan,8.161055088043213
93,-0.21170592308044434,-1.5968780517578125,nan,8.241706132888794
94,-0.20515696704387665,-1.5203354358673096,nan,8.319332122802734
95,-0.20674745738506317,-1.5498218536376953,nan,8.403492212295532
96,-0.2040971964597702,-1.5448142290115356,nan,8.482805013656616
97,-0.2089330106973648,-1.5251455307006836,nan,8.56110429763794
98,-0.1979604810476303,-1.5925734043121338,nan,8.63660717010498
99,-0.20518535375595093,-1.4882476329803467,nan,8.71304702758789
100,-0.20206831395626068,-1.6372084617614746,-1.5557626962661744,9.216882228851318
101,-0.19389642775058746,-1.5232577323913574,nan,9.307972192764282
102,-0.19666993618011475,-1.4933640956878662,nan,9.385690212249756
103,-0.20837877690792084,-1.616572380065918,nan,9.461426258087158
104,-0.21412931382656097,-1.5871427059173584,nan,9.53792428970337
105,-0.19740311801433563,-1.5897011756896973,nan,9.61258316040039
106,-0.19662226736545563,-1.5269804000854492,nan,9.68785309791565
107,-0.20713169872760773,-1.5644599199295044,nan,9.764963150024414
108,-0.19868963956832886,-1.5144157409667969,nan,9.852349281311035
109,-0.19821780920028687,-1.4979723691940308,nan,9.93343210220337
110,-0.2245045304298401,-1.6140308380126953,nan,10.009215116500854
111,-0.210166335105896,-1.5378758907318115,nan,10.08804726600647
112,-0.19474852085113525,-1.463279128074646,nan,10.165951013565063
113,-0.20516455173492432,-1.5867197513580322,nan,10.24622631072998
114,-0.21412639319896698,-1.505355954170227,nan,10.328177213668823
115,-0.20963561534881592,-1.6283440589904785,nan,10.408613204956055
116,-0.21067500114440918,-1.6197552680969238,nan,10.485223293304443
117,-0.20363526046276093,-1.5375487804412842,nan,10.559269189834595
118,-0.21324093639850616,-1.5403285026550293,nan,10.634477138519287
119,-0.18656150996685028,-1.5658570528030396,nan,10.711536169052124
120,-0.19999319314956665,-1.5325040817260742,nan,10.78676724433899
121,-0.2051081508398056,-1.619564175605774,nan,10.865880250930786
122,-0.21264193952083588,-1.6150044202804565,nan,10.94424033164978
123,-0.20215241611003876,-1.5819826126098633,nan,11.024945259094238
124,-0.19640232622623444,-1.5762288570404053,nan,11.106159210205078
125,-0.20339058339595795,-1.5869228839874268,nan,11.184556007385254
126,-0.2000807374715805,-1.5243966579437256,nan,11.260728120803833
127,-0.19884972274303436,-1.5157724618911743,nan,11.338720083236694
128,-0.20272624492645264,-1.5591845512390137,nan,11.412946224212646
129,-0.20538417994976044,-1.5916084051132202,nan,11.489272117614746
130,-0.20103468000888824,-1.5544973611831665,nan,11.571254014968872
131,-0.20005477964878082,-1.5094678401947021,nan,11.649983167648315
132,-0.19477391242980957,-1.5559145212173462,nan,11.7295241355896
133,-0.22171278297901154,-1.6172527074813843,nan,11.813703298568726
134,-0.19636015594005585,-1.5663096904754639,nan,11.891849994659424
135,-0.20648550987243652,-1.628577470779419,nan,11.972459077835083
136,-0.21115314960479736,-1.6048932075500488,nan,12.049864292144775
137,-0.21722207963466644,-1.5956778526306152,nan,12.132112264633179
138,-0.20395660400390625,-1.514945387840271,nan,12.21806001663208
139,-0.20562990009784698,-1.531058430671692,nan,12.296152114868164
140,-0.1982293725013733,-1.5525254011154175,nan,12.375274181365967
141,-0.21018125116825104,-1.5698823928833008,nan,12.457674026489258
142,-0.20623241364955902,-1.5709829330444336,nan,12.537509202957153
143,-0.1977079063653946,-1.4976822137832642,nan,12.616982221603394
144,-0.20545275509357452,-1.5377360582351685,nan,12.692427158355713
145,-0.19363069534301758,-1.5075308084487915,nan,12.771100282669067
146,-0.20759840309619904,-1.5564358234405518,nan,12.84983515739441
147,-0.2032308131456375,-1.51411771774292,nan,12.931241273880005
148,-0.21782732009887695,-1.5803093910217285,nan,13.009241104125977
149,-0.21171985566616058,-1.5756458044052124,nan,13.086291313171387
150,-0.19781659543514252,-1.5159125328063965,-1.5452417612075806,13.540146350860596
151,-0.2083273082971573,-1.5567119121551514,nan,13.627338171005249
152,-0.21094608306884766,-1.5859191417694092,nan,13.701342344284058
153,-0.20229923725128174,-1.5018287897109985,nan,13.780420303344727
154,-0.20581389963626862,-1.5978347063064575,nan,13.857659339904785
155,-0.20244842767715454,-1.5340745449066162,nan,13.936091184616089
156,-0.2181561142206192,-1.563294529914856,nan,14.011982202529907
157,-0.20365095138549805,-1.606760859489441,nan,14.089373350143433
158,-0.2007734179496765,-1.5340832471847534,nan,14.167384147644043
159,-0.2069464772939682,-1.5707155466079712,nan,14.245779275894165
160,-0.20653849840164185,-1.5264313220977783,nan,14.321112155914307
161,-0.20533104240894318,-1.5638318061828613,nan,14.397839307785034
162,-0.20940129458904266,-1.5438849925994873,nan,14.47407841682434
163,-0.21742063760757446,-1.526768684387207,nan,14.548851251602173
164,-0.19893896579742432,-1.5458767414093018,nan,14.623855113983154
165,-0.19713783264160156,-1.5657613277435303,nan,14.698679208755493
166,-0.20439265668392181,-1.640671730041504,nan,14.774455070495605
167,-0.20642352104187012,-1.6141763925552368,nan,14.84953236579895
168,-0.2096865177154541,-1.577229619026184,nan,14.928799152374268
169,-0.2134152203798294,-1.5710811614990234,nan,15.006724119186401
170,-0.21671424806118011,-1.5622899532318115,nan,15.138903141021729
171,-0.1968175619840622,-1.6307497024536133,nan,15.215534210205078
172,-0.20516610145568848,-1.5981042385101318,nan,15.292238235473633
173,-0.20059490203857422,-1.5124999284744263,nan,15.369282245635986
174,-0.21803198754787445,-1.6766482591629028,nan,15.44644021987915
175,-0.2011164426803589,-1.4774671792984009,nan,15.521514177322388
176,-0.2160692811012268,-1.5881026983261108,nan,15.59791111946106
177,-0.21433067321777344,-1.5246880054473877,nan,15.674934148788452
178,-0.20758526027202606,-1.61021888256073,nan,15.749919176101685
179,-0.19692230224609375,-1.5660231113433838,nan,15.822901010513306
180,-0.22640512883663177,-1.652992606163025,nan,15.89789628982544
181,-0.2193077802658081,-1.6101949214935303,nan,15.976357221603394
